sentence_id,screening,label,text
915,-3,-1,But I don't think there's anything mutually exclusive or contradictory about building a strong farm economy in this country and assisting our family farms and providing a good strong future for rural communities and for rural America and at the same time working on Third World debt.
923,-3,-1,"In terms of the Third World, I support the Baker plan."
925,-3,-1,And I don't want to see the banks let off the hook.
928,-3,-1,Let's try to expand our markets abroad.
939,-3,-1,I want to keep this expansion going.
940,-3,-1,"Yes, we want change but we are the change."
945,-3,-1,The best poverty program is a job with dignity in the private sector.
946,-3,-1,"And in terms of peace, we are on the right track."
949,-3,-1,I want to see asymmetrical reductions in conventional forces.
950,-3,-1,And then it gets down to a question of values.
951,-3,-1,We've had a chance to spell out our differences on the Pledge of Allegiance here tonight and on tough sentencing of drug king pins and this kind of thing.
952,-3,-1,And I do favor the death penalty.
954,-3,-1,"But in the final analysis-in the final analysis, the person goes into that voting booth, they're going to say, Who has the values I believe in?"
955,-3,-1,Who has the experience that we trust?
956,-3,-1,"Who has the integrity and stability to get the job done? My fellow Americans, I am that man and I ask for your support."
959,-3,-1,This has been an extraordinary 18 months for Kitty and me and for our family.
964,-3,-1,I believe in the American dream.
965,-3,-1,"I'm a product of it and I want to help that dream come true for every single citizen in this land, with a good job and good wages, with good schools in every part of this country and every community in this country."
966,-3,-1,"With decent and affordable housing that our people can buy and own and live in, so that we end the shame of hopelessness in America."
967,-3,-1,With decent and affordable healthcare for all working families.
969,-3,-1,"It's one that we will solve and must solve, with a clean and wholesome environment and with a strong America that's strong militarily and economically as we must be, an America that provides strong international leadership because we're true to our values."
970,-3,-1,"We have an opportunity working together to build that future, to build a better America, to build a best America, because the best America doesn't hide."
976,-3,-1,And the best America is not behind us.
1004,-3,-1,"Mr. Kraft, I believe that the American people, in the next four years under a Ford administration, will be called upon to make those necessary sacrifices to preserve the peace which we have."
1005,-3,-1,"Which means, of course, that uh - we will have to maintain an adequate military capability - which means, of course, that we will have to add a uh - I think uh - a few billion dollars to our defense appropriations to make certain that we have adequate uh -strategic forces - adequate conventional forces."
1006,-3,-1,"I think the American people will be called upon to uh - uh - be in the forefront in giving leadership to the solution of those problems that must be solved in the Middle East, in southern Africa, and any problems that might arise in the Pacific."
1007,-3,-1,The American people will be called upon to tighten their belts a bit in meeting some of the problems that we face domestically.
1008,-3,-1,I don't think that uh - America can go on a big spending spree with a whole lot of new programs uh - that would add significantly to the federal budget.
1009,-3,-1,"I believe that the American people, if given the leadership that I would expect to give, would be willing to give this thrust to preserve the peace and the necessary restraint at home to hold the lid on spending so that we could, I think, have a long overdue and totally justified tax decrease for the middle-income people."
1010,-3,-1,"And then, with the economy that would be generated from a restraint on spending, and a tax uh reduction primarily for the middle-income people, then I think the American people would be willing to make those sacrifices for peace and prosperity in the next uh - four years."
1013,-3,-1,"Doesn't your policy really imply that we're going to have a fairly high rate of unemployment over a fairly long time, that growth is gonna be fairly slow, and that we're not gonna be able to do much - very much in the next four or five years to meet the basic agenda of our national needs in the cities, in health, uh in transit and a whole lot of things like that."
